Key,English
questTutorialPt8Desc,"[E6EA1F]<Learn to Survive>[-]I only use glass Jars for crafted drinks. To collect water from a body of water I can craft an Empty Gallon Bottle and use that in my hand to collect the water. I will need to filter and boil it before it's safe to drink."
tipQuestTutorial8,"To collect water from a body of water I can craft and use a Empty Gallon Bottle"
tipQuestTutorial8_title,"Collecting Water"

questTutorialPt9,"Learn to Survive"
questTutorialPt9Sub,"Preserving Food"
questTutorialPt9Desc,"[E6EA1F]<Learn to Survive>[-]Most foods will spoil. To slow down the spoil timer I can place perishables in a Cooler and to slow their decay down even more I can place it in a Refrigerator. I can pick Coolers up by destroying them. I should find a Cooler to place down."
tipQuestTutorial9,"To slow down the spoil timer I can place perishables in a Cooler and to slow their decay down even more I can place it in a Refrigerator"
tipQuestTutorial9_title,"Preserving Food"

questTutorialPt10,"Learn to Survive"
questTutorialPt10Sub,"Improve your Diet"
questTutorialPt10Desc,"[E6EA1F]<Learn to Survive>[-]Most foods have added nutrition stats. They include Protein from Meat, Fiber from Vegetables and Essential Vitamins from Fruit. These stats can be found on the food's stat info screen. My lowest nutrition stat will determine my Diet so I will need to balance my nutrition consumption to stay healthy. I can see my Nutrition Stats and Diet Stage next to my Health and Stamina Bar, they are the vertical stat bars. I can also view my current nutrition stats in my character info screen at the bottom. If any of my nutrition stats get too low or too high I will suffer from unique illnesses depending on the stat and the level."
tipQuestTutorial10,"My lowest Nutrition Stat will determine my Diet."
tipQuestTutorial10_title,"Improve my Diet"

questTutorial11,"Starting Over"
questTutorial11Sub,"Setting Up Camp….again"
questTutorial11Desc,"I barely made it out of there alive. Another camp torn to shreds by an unstoppable Horde. So many killed...so many screams... There’s no time to dwell on it now. I better find or make a safe place to set up camp."
tipQuestTutorial11,"Craft the items you will need for starting your base."
tipQuestTutorial11_title, "Use Your Resources"

questTutorialPt11,"Bug-Out Bag"
questTutorialPt11Sub,"Gotta Find my Bug-Out Bag"
questTutorialPt11Desc," I wasn't able to grab my Bug Out Bag as I escaped, but at least I know where it is. I need to go find it if I want to live."


questLv1Crafting_description,"Build and place this workbench to craft quality items"
questLv2Crafting_description,"Complete this quest to acquire the tool needed to upgrade the workstation to level two and craft better quality items on this workstation"
questLv3Crafting_description,"Complete this quest to acquire the tool needed to upgrade the workstation to level three and craft better quality items on this workstation"
questLv4Crafting_description,"Complete this quest to acquire the tool needed to upgrade the workstation to level four and craft better quality items on this workstation"
questLv5Crafting_description,"Complete this quest to acquire the tool needed to upgrade the workstation to level five and craft better quality items on this workstation"
questLv6Crafting_description,"Complete this quest to acquire the tool needed to upgrade the workstation to level six and craft better quality items on this workstation"
questLv7Crafting_description,"Complete this quest to acquire the tool needed to upgrade the workstation to level seven and craft better quality items on this workstation"
questLv8Crafting_description,"Complete this quest to acquire the tool needed to upgrade the workstation to level eight and craft better quality items on this workstation"
questLv9Crafting_description,"Complete this quest to acquire the tool needed to upgrade the workstation to level nine and craft better quality items on this workstation"
questLv10Crafting_description,"Complete this quest to acquire the tool needed to upgrade the workstation to level ten and craft better quality items on this workstation"
questLv11Crafting_description,"Complete this quest to acquire the tool needed to upgrade the workstation to level eleven and craft better quality items on this workstation"
questLv12Crafting_description,"Complete this quest to acquire the tool needed to upgrade the workstation to level twelve and craft better quality items on this workstation"
questWorkbenchUpgradesPipeGun,"Pipe Gun Upgrading"
questWorkbenchUpgradesTool,"Advanced Upgrading"
questWorkbenchUpgradesElectronic,"Electronic Upgrading"
questWorkbenchUpgradesLightArmor,"Light Armor Upgrading"
questWorkbenchUpgradesHeavyArmor,"Heavy Armor Upgrading"
questWorkbenchUpgradesHandgun,"Handgun Upgrading"
questWorkbenchUpgradesShotgun,"Shotgun Upgrading"
questWorkbenchUpgradesMachineGun,"Machine Gun Upgrading"
questWorkbenchUpgradesRifle,"Rifle Upgrading"
UI_Display_________________________________XML,UI_Display_________________________________XML
jz_statCureInfection,"Medical Infection"
jz_statCureZVirusInfection,"Z- Virus Infection"
jz_statStaminaMaxBlockage,"Fatigue Level"
TSProteinFruitVeggieDisp,"Protein, Vitamins & Fiber"
Item_Modifiers_________________________________XML,Item_Modifiers_________________________________XML
modArmorChainmail,"Chainmail Armor Mod"
modArmorChainmailDesc,"Chainmail under armor that can be added to any armor to reduce the chance of getting a Zombie Bite"
modClothingSewingStoragePocket,"XLarge Clothing Pocket Mod"
modClothingSewingStoragePocketDesc,"A Huge pocket mod that can be installed on clothing"
LOADINGSCREEN_________________________________XML,LOADINGSCREEN_________________________________XML
tipLoadingBaseUpgrading_title,"Base Upgrading Supplies"
tipLoadingBaseUpgrading,"Building blocks can be upgraded to stronger versions using materials and its corresponding tool.\nThe most common upgrade materials are: Planks, Cobblestones, Concrete Mix and Iron and Steel Sheet Metal."
tipLoadingBladedWeapons_title,"Butchering and Hunting"
loadingTipBladedWeapons,"Bladed weapons such as knives and machetes are the best at harvesting resources from animals and can be repaired with Sharpening Stones.\nIncrease and improve the resources you receive when butchering by gaining XP killing and butchering similar animals.\nYou can check your progress in your  Menu under Hunting."
tipLoadingCraftingBetterQL_title,"Crafting Quality Progression"
tipLoadingCraftingBetterQL,"To improve the crafting quality of an item craft the associated workbench and complete its quest to collect the tools needed to improve the quality"
tipLoadingEncumbrance_title,"Encumbrance"
tipLoadingEncumbrance,"Encumbrance is based on how much weight you are carrying vs your Max Carry Weight. Everything has a weight except Building Blocks that weigh nothing. Once you reach your Max Carry Weight you will begin to be slowed. At 150% your Max Carry Weight you will not be able to move or gain Stamina. Clothing and pocket mods will increase your Max Carry Weight. Use a Hand Truck to carry heavier loads."
tipLoadingExtCharStats_title,"Extended Character Stats"
tipLoadingExtCharStats,"To access the character menu press [action:local:Inventory][action:permanent:Character], below your character’s name select the Extended Character Stats tab to see all your character’s total stats which include perks, buffs, equipped clothing, nutrition stats, armor and weapons."
tipLoadingHarvestingResources_title,"Harvesting Resources"
tipLoadingHarvestingResources,"Don't use your fist to harvest resources it will hurt you, instead use Sticks early to gather Plant Fibers then use tools to harvest other resources.\nA tools material will determine what materials it can damage. Stone tools work well on wood and stone but will do little damage to iron or steel materials; Iron tools will work well on everything except Steel material; Steel tools work well on everything"
tipLoadingProperTools_title,"The Right Tool for the job"
tipLoadingProperTools,"To collect building supplies before you can craft them use a building tool to reclaim supplies from a corresponding block type.\nThe Mason Hammer harvest and use Cobblestones. The Claw Hammer harvests and uses Planks. The Wrench harvests and uses Iron Sheet Metal. The Welder harvests and uses Steel Sheet Metal"
tipLoadingStoneAxe_title,"Stone Axe"
tipLoadingStoneAxe,"The Stone Axe is a primitive starting tool used to gather resources using [action:local:Primary].\nUse [action:local:Secondary] to repair and upgrade Wooden Spikes."
tipLoadingUsingIronTools_title,"Using Iron Tools"
tipLoadingUsingIronTools,"An iron pickaxe damages iron much better than a Stoneaxe, but also costs much more stamina. Increasing your Wellness increases your base stamina.\nBeverages and perks can help with stamina regeneration, stamina cost and calories burned."
tipLoadingWrenches_title,"Wrenches"
tipLoadingWrenches,"Wrenches, ratchets and impact drivers are best at harvesting mechanical items.\nIf you see a different animation then you can get special resources like Mechanical Parts that you would not get with a Pickaxe."
tipLoadingScrewdivers_title,"Screwdrivers"
tipLoadingScrewdivers,"Screwdrivers are best at harvesting Electrical items. If you see a different animation then you can get special resources like Electric and Computer Parts that you would not get with a pickaxe."
tipLoadingNutrition_title,"Nutrition"
tipLoadingNutrition,"Your diet will affect your nutrition giving you important benefits or painful consequences. Your lowest level nutrition stat will determine your current diet.\nYou can view your nutrition stats in your Character Stat screen they are Protein, Essential Vitamins and Fiber."
tipLoadingRecovery_title,"A Good Night's Sleep"
tipLoadingRecovery,"During your day your Fatigue will slowly increase, limiting your max Stamina. Resting on furniture or sleeping on beds will lower your Fatigue.\nSleeping on Beds will also recover health and speed the healing of some injuries. The more comfortable the Bed or furniture the faster you will recover but you can’t get any rest if zombies are around."
tipLoadingFarming_title,"Farming"
tipLoadingFarming,"All seed recipes can be found in loot. Seeds can be planted on soil or in Farm Plots. All player planted crops can be trampled by non players. Planted Seeds can be fertilized using the Watering Can and Fertilizer increasing the harvest amount and decreasing the growth time. Crops can also get Infested with insects and/or Dry Out, these conditions can be dealt with using the Watering Can and Ounces of Dirty Water."
tipLoadingZVirus_title,"The Z-Virus"
tipLoadingZVirus,"The only way to catch the Z-Virus is to be bitten by an Infected. In order for an Infected to bite you they must first Grab you. Your chance to be grabbed is based on your current Health, Stamina, Fatigue and Diet. Once grabbed you can delay a bite from an Infected by a melee strike to their head. If bitten you will catch the Z-Virus.\nAt 100% infected you will Die."
tipLoadingWater_title,"Water"
tipLoadingWater,"Water is by the ounce and stacks to 128 ounces, craft a drink of water to rehydrate. Water can be found in 3 forms Clean, Dirty and River Water.\nTo clean Dirty Water boil it, to clean River Water filter and boil it. To collect River Water, craft an Empty Gallon Bottle and use it to collect it."
tipLoadingAxes_title,"Axes"
tipLoadingAxes,"Axes are excellent at harvesting wood, but are not the weapon of choice for killing zombies.\nFind the recipe to craft it in loot or collect enough Axes from loot and reverse engineer it on the Research Desk."
tipLoadingBandages_title,"Bandages"
tipLoadingBandages,"Some cuts can be serious and cause you to bleed out. Carry bandages on your belt so you can quickly apply them with [action:local:Primary] to stop bleeding. Use [action:local:Secondary] on an ally to heal them.\nMedical items treat medical conditions and do not heal Health"
tipLoadingBuffs_title,"Status Effects"
tiploadingBuffs,"During the game you will have many status effects. (buffs and debuffs)\nWhile you are in any game menu such as Skills or Crafting, click on the effect icon at the far left and you will be taken to the effect description.\nNegative effects Descriptions will explain how to treat them, make sure you deal with them before they get worse."
tipLoadingGlue_title,"Bones"
tipLoadingGlue,"Bones can be ground into Bone Meal and cooked into glue or made into Fertilizer. Many types of glue and tape can be found in loot and scraped to Adhesives for crafting. Adhesives are an essential ingredient used in many items and Fertilizer will speed up plant growth and increase their yield. Who knew the dead could be so useful."
tipLoadingHarvestingCorpses_title,"Harvesting Corpses"
tipLoadingHarvestingCorpses,"Animal corpses and rotten remains can be harvested for hide, meat, and bone. Bone is used for crafting Glue, Fertilizer, Traps and Weapons.\nA Stoneaxe will do but blades are more efficient, and the Bone Knife can be crafted early. Corpses also slow you down when moving over them."
tipLoadingMainHUD_title,"Hud Stat Bars"
tipLoadingMainHUD,"On your HUD your Health and Stamina levels are shown as red and yellow bars. Food and Water levels are shown as brown and blue bars under your Health Bar. Your Fiber, Essential Vitamins, Protein and Diet levels are shown vertically. Your Fatigue will slowly shorten your stamina bar and your Wellness will increase your max Health and Stamina. Open your character screen with [action:local:Inventory][action:permanent:Character] to see detailed player stats like your Nutrition Stats and Max Carry Weight in the tabs below your character name."
